Transformed NOX,Transformed PTRATIO,Transformed RM,Transformed TAX,Transformed medv_log,Transformed zn_log,Imputed: Transformed INDUS,Imputed: Transformed age_cube,Imputed: Transformed b_cube,Imputed: Transformed crim_log,Imputed: Transformed dis_log,Imputed: Transformed lstat_log,Imputed: Transformed rad_log,Cluster ID,Distance to Centroid
2.730003275,-1.734514131,-0.216287891,-0.032464381,-0.9996677,-0.58551202,1.227363805,0.945635392,-1.275379294,0.759641131,-1.552857003,1.586111362,-0.296053371,2,9.712985167
2.730003275,-1.734514131,-0.930699995,-0.032464381,-0.699684512,-0.58551202,1.227363805,0.945635392,-1.311623772,0.713825428,-1.429710287,0.732174326,-0.296053371,2,8.882134435
2.730003275,-1.734514131,-1.929738436,-0.032464381,-0.861783415,-0.58551202,1.227363805,0.848564685,0.331721553,0.757551559,-1.499183599,1.686677418,-0.296053371,2,11.05126609
2.730003275,-1.734514131,-1.559724199,-0.032464381,-0.376884388,-0.58551202,1.227363805,0.804745563,0.126519334,0.75014101,-1.413892063,1.61698256,-0.296053371,2,10.44724852
2.730003275,-1.734514131,-0.974817077,-0.032464381,-0.731256545,-0.58551202,1.227363805,0.830185866,0.095024718,0.823930605,-1.41862337,1.154147958,-0.296053371,2,9.031273471
2.730003275,-1.734514131,-0.227672944,-0.032464381,0.08520448,-0.58551202,1.227363805,0.885017306,0.221537244,0.592102758,-1.309766566,0.455257753,-0.296053371,2,9.453560603
2.730003275,-1.734514131,-1.249481492,-0.032464381,-0.141181568,-0.58551202,1.227363805,0.945635392,0.031291508,0.545014822,-1.340254847,0.355449676,-0.296053371,2,9.967361147
2.730003275,-1.734514131,-1.807349112,-0.032464381,-0.747196657,-0.58551202,1.227363805,0.667207759,0.041824083,0.413678391,-1.318722382,0.203191066,-0.296053371,2,10.13680875
2.730003275,-1.734514131,-0.815426329,-0.032464381,-0.166277158,-0.58551202,1.227363805,0.912095348,-0.51374028,0.712563276,-1.303819975,0.643830793,-0.296053371,2,8.437274119
2.730003275,-1.734514131,-0.217711022,-0.032464381,-0.489400698,-0.58551202,1.227363805,0.855430332,-0.100629636,0.518780933,-1.165058957,0.571603854,-0.296053371,2,8.34943161
2.730003275,-1.734514131,-0.184978994,-0.032464381,-0.699684512,-0.58551202,1.227363805,0.533610831,-2.309171297,0.942837373,-1.169195144,0.56055,-0.296053371,2,9.141875018
2.730003275,-1.734514131,-1.437334874,-0.032464381,-1.127039132,-0.58551202,1.227363805,0.809385811,-2.299578003,0.77255573,-1.178882299,0.68035173,-0.296053371,2,10.33378539
0.434020221,-1.734514131,0.940718167,-0.032464381,1.682497994,-0.58551202,1.227363805,0.887282285,0.165555718,0.451898317,-1.034288636,-1.414271765,-0.296053371,3,12.73864327
0.434020221,-1.734514131,-0.307368318,-0.032464381,0.384749918,-0.58551202,1.227363805,0.945635392,0.107561001,0.494935983,-1.15670871,-0.852736454,-0.296053371,2,9.883383868
2.730003275,-1.734514131,0.324502149,-0.032464381,0.281928126,-0.58551202,1.227363805,0.945635392,0.170853975,0.522422419,-1.147661135,-0.620933709,-0.296053371,2,11.19616053
0.434020221,-1.734514131,-0.045512089,-0.032464381,0.642545877,-0.58551202,1.227363805,0.776764637,0.014417825,0.470387914,-1.113863113,-1.112979983,-0.296053371,2,10.38296813
0.434020221,-1.734514131,1.717748066,-0.032464381,2.150229246,-0.58551202,1.227363805,0.734336351,0.231179668,0.534707896,-0.944116155,-3.039699929,-0.296053371,3,15.3828998
0.434020221,-1.734514131,2.163188283,-0.032464381,2.150229246,-0.58551202,1.227363805,0.905346546,0.319662819,0.639120403,-0.879617335,-2.866116266,-0.296053371,3,15.85292294
0.434020221,-1.734514131,2.978642737,-0.032464381,2.150229246,-0.58551202,1.227363805,0.807066511,0.312983217,0.551982154,-0.772607626,-1.953852915,-0.296053371,3,15.45700645
0.434020221,-1.734514131,-0.609072235,-0.032464381,0.218094978,-0.58551202,1.227363805,0.757976127,0.351154169,0.732203199,-0.562149721,0.135876465,-0.296053371,3,8.436742727
0.434020221,-1.734514131,-0.257558709,-0.032464381,0.454237711,-0.58551202,1.227363805,0.786118331,-0.681818206,0.855025826,-0.671359737,-0.149052236,-0.296053371,2,8.381490782
0.434020221,-1.734514131,2.343926006,-0.032464381,2.150229246,-0.58551202,1.227363805,0.859999488,0.200737276,0.681625686,-0.874900925,-1.773332388,-0.296053371,2,14.97251596
0.434020221,-1.734514131,-0.576340206,-0.032464381,0.333879092,-0.58551202,1.227363805,0.44648033,-0.783282798,0.630591262,-0.559167903,0.205937661,-0.296053371,2,8.625520436
0.434020221,-1.734514131,0.052683997,-0.032464381,0.333879092,-0.58551202,1.227363805,0.857715702,-0.261319045,0.744028168,-0.826531243,0.056746616,-0.296053371,2,8.556471882
0.434020221,-1.734514131,0.170803927,-0.032464381,0.174595191,-0.58551202,1.227363805,0.837089983,-0.042135936,0.773094438,-0.688400914,0.089439738,-0.296053371,2,8.790236236
0.434020221,-1.734514131,-0.57918647,-0.032464381,-0.43249584,-0.58551202,1.227363805,0.823267183,-0.294581229,0.445746101,-0.559167903,0.493795553,-0.296053371,2,7.592760699
0.434020221,-1.734514131,-0.572070811,-0.032464381,-0.204409855,-0.58551202,1.227363805,0.885017306,0.072039114,0.746735851,-0.587807144,0.190775036,-0.296053371,2,8.215493017
-0.385973727,-0.85684998,-1.01039537,-0.667696216,0.260834904,-0.58551202,-1.037606663,0.67929839,0.361340101,-0.554128147,-0.433501454,0.523542945,-0.296053371,3,5.154497792
-0.385973727,-0.85684998,0.190727771,-0.667696216,0.31323088,-0.58551202,-1.037606663,0.57129123,0.353376068,-0.746668638,-0.398007288,-0.285220683,-0.296053371,3,5.117398057
-0.385973727,-0.85684998,-0.601956577,-0.667696216,0.207292318,-0.58551202,-1.037606663,0.160551376,0.340422917,-0.785075268,-0.359472504,-0.17817253,-0.296053371,3,4.304145706
-0.385973727,-0.85684998,0.375734889,-0.667696216,0.850909882,-0.58551202,-1.037606663,-1.111804032,0.327419821,-0.894787394,-0.085535436,-1.165281167,-0.296053371,1,4.518549741
-0.385973727,-0.85684998,-0.372832376,-0.667696216,0.271404245,-0.58551202,-1.037606663,-0.532071848,0.340422917,-0.87057296,0.149014037,-0.098873451,-0.296053371,3,4.147542577
-0.385973727,-0.85684998,0.046991471,-0.667696216,0.414772363,-0.58551202,-1.037606663,0.29190174,0.35394555,-0.989974314,0.020924027,-0.889406702,-0.296053371,3,5.224943612
-0.385973727,-0.85684998,0.822598238,-0.667696216,0.892172218,-0.58551202,-1.037606663,0.319120114,0.329198536,-0.89631758,-0.21859108,-0.730397338,-0.296053371,1,5.512137729
-0.575867062,-0.30253578,0.993374039,-1.279181067,1.426676055,-0.58551202,-1.26949997,-0.149841107,0.361340101,-0.960643061,-0.274280988,-1.25847515,-0.879562207,1,6.602304043
-0.575867062,-0.30253578,2.11053241,-1.279181067,1.591977242,-0.58551202,-1.26949997,0.551251295,0.353717768,-0.900095085,-0.332845395,-0.583047441,-0.879562207,1,8.778969337
-0.575867062,-0.30253578,-0.196364047,-1.279181067,1.360001668,-0.58551202,-1.26949997,-0.031371561,0.361340101,-0.87948875,-0.432216935,-0.211332749,-0.879562207,3,6.150448427
-0.575867062,-0.30253578,1.242422084,-1.279181067,1.472290132,-0.58551202,-1.26949997,0.767383967,0.345507391,-0.750465567,-0.360364409,-1.332823825,-0.879562207,1,7.965008215
-0.575867062,-0.30253578,0.399928128,-1.279181067,1.09619022,-0.58551202,-1.26949997,0.846272947,0.361340101,-0.706606553,-0.262526554,-1.059335679,-0.879562207,1,7.341077811
-0.575867062,-0.30253578,-0.964855156,-1.279181067,0.587559326,-0.58551202,-1.26949997,0.710522365,0.327649385,-0.792753285,-0.173004065,0.441019976,-0.879562207,3,6.001828647
-0.575867062,-0.30253578,-0.183555862,-1.279181067,0.86749841,-0.58551202,-1.26949997,0.163407473,0.305250552,-0.939746289,-3.14E-04,0.339062464,-0.879562207,3,5.02386135
-0.575867062,-0.30253578,2.204459101,-1.279181067,2.150229246,-0.58551202,-1.26949997,-0.307077053,0.336990851,-0.975117628,-0.046369744,-1.465871766,-0.879562207,1,8.349317038
-1.01607434,-1.503549881,0.711593966,-0.062148111,1.058254599,1.780579838,-1.12657202,-0.766341142,0.344079942,-0.817521875,0.267011434,-0.789196726,-0.296053371,1,4.09083119
-1.01607434,-1.503549881,0.389966206,-0.062148111,0.88397523,1.780579838,-1.12657202,-1.305821579,0.28049022,-0.60080342,0.613192832,-1.425195146,-0.296053371,1,4.475084121
-1.01607434,-1.503549881,1.285116034,-0.062148111,1.270516642,1.780579838,-1.12657202,-0.856511747,0.361340101,-0.78931281,0.613192832,-1.146633848,-0.296053371,1,4.173244187
-1.01607434,-1.503549881,0.952103221,-0.062148111,1.413485734,1.780579838,-1.12657202,-1.730296596,0.250322157,-0.752248186,1.261651944,-1.238761196,-0.296053371,1,4.968989625
-1.01607434,-1.503549881,0.650399304,-0.062148111,0.94078571,1.780579838,-1.12657202,-1.22131887,0.320238026,-0.877946165,1.261651944,-1.378369304,-0.296053371,1,3.997472319
-1.01607434,-1.503549881,1.275154113,-0.062148111,1.373482686,1.780579838,-1.12657202,-1.452488426,0.324721264,-0.773337747,1.261651944,-2.196482683,-0.296053371,1,5.848266177
-1.326808888,-1.31877848,0.737210337,-0.851735346,0.988452124,1.954998875,-1.200952892,-2.641120224,0.34122323,-1.410369314,1.185697181,-1.261783611,-2.13449138,1,6.792691613
-1.326808888,-1.31877848,0.458276527,-0.851735346,0.825814292,1.954998875,-1.200952892,-1.905212849,0.244561564,-1.604064855,1.185697181,-1.492283798,-2.13449138,1,6.69539266
-1.145547068,-1.873092681,2.267076895,-0.911102807,2.150229246,2.130247773,-1.561189663,-1.163525373,0.346135277,-1.62310231,1.007165015,-2.139428829,-0.550947072,1,8.28285484
-1.300914343,-2.704563981,1.430275466,-0.471783594,1.155689774,2.130247773,-1.406594125,-1.065769922,0.361340101,-1.129711845,1.484817566,-1.610475888,-1.342719226,1,7.373324824
-1.300914343,-2.704563981,1.174111763,-0.471783594,0.924688292,2.130247773,-1.406594125,-0.954493676,0.110136017,-1.059716783,1.484817566,-0.366403679,-1.342719226,1,6.938412943
-1.300914343,-2.704563981,1.411774754,-0.471783594,1.24939307,2.130247773,-1.406594125,-0.881691572,0.334529053,-1.158631464,1.484817566,-0.80422669,-1.342719226,1,7.021727324
-1.309545858,-0.67207858,0.986258381,-0.038401127,1.270516642,2.235244999,-1.413886368,-2.1589539,0.361340101,-1.241527915,1.570148939,-1.425195146,-0.879562207,1,6.281138973
-1.309545858,-0.67207858,1.21395945,-0.038401127,1.126120851,2.235244999,-1.413886368,-2.271336558,0.288976901,-1.506176123,1.570148939,-1.465871766,-0.879562207,1,6.769473204
-1.205967675,-1.734514131,-0.170747677,-0.358985417,0.364528327,2.149033346,-1.332213254,-0.877476761,0.343508793,-1.200102595,1.200654526,-0.611941462,-1.342719226,1,6.44692972
-1.205967675,-1.734514131,1.889947,-0.358985417,1.741036637,2.149033346,-1.332213254,-2.128112053,0.352692562,-1.412490041,1.200654526,-2.062700346,-1.342719226,1,8.915083786
-1.196473008,-1.734514131,2.235767998,-1.095141937,2.075701701,2.235244999,-1.237414103,-1.107159244,0.337849195,-1.191452964,0.824416081,-1.724530212,-0.550947072,1,7.053863864
-1.196473008,-1.734514131,2.493354833,-1.095141937,2.150229246,2.235244999,-1.237414103,-1.168285747,0.325065881,-1.449653159,0.824416081,-2.190688557,-0.550947072,1,8.158679974
-0.567235547,0.06700702,-0.556416363,-0.780494392,0.207292318,-0.58551202,-0.083781366,-1.681306435,0.361340101,-0.563263716,0.342168798,0.021867215,-0.550947072,3,3.696351471
-0.567235547,0.06700702,0.062645919,-0.780494392,0.394798386,-0.58551202,-0.083781366,-0.344422058,0.34978612,-0.322178832,0.525182238,0.037121989,-0.550947072,3,2.734561234
-0.567235547,0.06700702,-0.710114585,-0.780494392,0.196441752,-0.58551202,-0.083781366,0.272701447,0.318627199,-0.279301717,0.525182238,0.867586883,-0.550947072,3,2.9617841
-0.567235547,0.06700702,-0.310214582,-0.780494392,0.394798386,-0.58551202,-0.083781366,-0.127639533,0.271631816,-0.565133108,0.47527893,0.520137541,-0.550947072,3,2.351855257
-0.567235547,0.06700702,-1.334869393,-0.780494392,-0.091749612,-0.58551202,-0.083781366,0.945635392,0.361340101,-0.02591009,0.308801153,1.276876451,-0.550947072,3,4.606584616
-0.567235547,0.06700702,-0.458220277,-0.780494392,0.107860184,-0.58551202,-0.083781366,0.765034562,0.340537259,-0.449449068,0.309805237,0.793077454,-0.550947072,3,2.751492659
-0.567235547,0.06700702,-1.249481492,-0.780494392,-0.17892214,-0.58551202,-0.083781366,0.681711048,0.351894964,-0.094383394,0.205541558,1.33987825,-0.550947072,3,4.295575742
-0.567235547,0.06700702,-0.675959424,-0.780494392,0.185542854,-0.58551202,-0.083781366,-0.300342085,0.327305033,-0.348072952,0.199260634,0.668959763,-0.550947072,3,2.580774083
-0.567235547,0.06700702,0.132379372,-0.780494392,0.740253176,-0.58551202,-0.083781366,-1.149303489,0.29773164,-0.549561253,0.342168798,-0.223718009,-0.550947072,3,4.029219974
-0.567235547,0.06700702,-1.238096439,-0.780494392,0.323576767,-0.58551202,-0.083781366,-2.651551386,0.076996025,-0.215009021,0.165931942,1.687805251,-0.550947072,3,6.976691141
-0.567235547,0.06700702,-0.142285043,-0.780494392,0.454237711,-0.58551202,-0.083781366,-0.714562978,0.342709022,-0.390832383,0.342168798,-0.207810952,-0.550947072,3,2.945399369
-0.040713117,-0.94923568,-0.560685758,-0.786431138,0.281928126,-0.58551202,0.397506627,-0.227335584,0.337963625,-1.070350382,-0.097525798,0.384053308,-0.296053371,3,4.842692724
-0.040713117,-0.94923568,0.512355531,-0.786431138,0.791948027,-0.58551202,0.397506627,0.596163229,0.337849195,-0.87116643,0.077913473,-0.169554768,-0.296053371,3,5.87221627
-0.040713117,-0.94923568,-0.471028462,-0.786431138,0.08520448,-0.58551202,0.397506627,0.804745563,0.361340101,-0.659979005,-0.235193603,0.854623318,-0.296053371,3,5.215788076
-0.040713117,-0.94923568,0.129533108,-0.786431138,0.250219709,-0.58551202,0.397506627,0.772077686,0.343337429,-0.645330669,0.046334571,-0.03582218,-0.296053371,3,4.801078775
-0.411868273,-0.48730718,0.952103221,-0.602392008,0.615207061,-0.58551202,-0.724040243,0.67929839,0.331664232,-0.11669658,-0.252982098,-0.166120107,0.240825082,3,5.776836697
-0.411868273,-0.48730718,-0.167901413,-0.602392008,0.107860184,-0.58551202,-0.724040243,0.746177816,0.351894964,-0.056645747,-0.13609637,1.154924378,0.240825082,3,4.828818982
-0.411868273,-0.48730718,0.84963774,-0.602392008,0.687442524,-0.58551202,-0.724040243,0.407246735,0.324146824,0.139968094,-0.004613204,-0.128798981,0.240825082,3,5.438012267
-0.411868273,-0.48730718,0.47820037,-0.602392008,0.908484269,-0.58551202,-0.724040243,0.487787251,0.361340101,0.133345959,-0.004613204,-0.574256868,0.240825082,3,5.844186189
-0.437762818,-0.48730718,2.823521383,-0.602392008,1.881534388,-0.58551202,-0.724040243,0.423000251,0.293328142,-0.175540977,-0.231925207,-1.586157066,0.240825082,3,9.985978173
-0.437762818,-0.48730718,3.476738826,-0.602392008,2.150229246,-0.58551202,-0.724040243,0.543703244,0.275597691,0.062052885,-0.231925207,-1.399817794,0.240825082,3,11.074522
-0.437762818,-0.48730718,2.501893623,-0.602392008,1.452845273,-0.58551202,-0.724040243,0.630658798,0.30681006,-0.08661712,-0.036835963,-2.052022043,0.240825082,3,9.816501352
-0.437762818,-0.48730718,1.253807137,-0.602392008,1.027476852,-0.58551202,-0.724040243,0.464619925,0.217269063,-0.051375527,-0.036835963,-0.870970675,0.240825082,3,6.870718452
-0.437762818,-0.48730718,1.998105007,-0.602392008,1.983164676,-0.58551202,-0.724040243,-2.031355551,0.249323585,-0.201403082,0.052825334,-1.677117162,0.240825082,1,9.2163878
-0.437762818,-0.48730718,0.384273679,-0.602392008,1.019721541,-0.58551202,-0.724040243,-1.73650534,0.265907988,-0.019507994,0.052825334,-1.746535944,0.240825082,1,7.43771025
-0.437762818,-0.48730718,-0.428334511,-0.602392008,0.384749918,-0.58551202,-0.724040243,0.143356323,0.254254789,0.070812765,0.208825494,0.137306959,0.240825082,3,3.324845481
-0.437762818,-0.48730718,1.608166926,-0.602392008,1.03520766,-0.58551202,-0.724040243,0.386115384,0.241265309,0.002161575,0.208825494,-1.190473476,0.240825082,3,7.257686706
-0.411868273,-0.48730718,2.924563733,-0.602392008,1.706081777,-0.58551202,-0.724040243,0.289166336,0.298310617,0.102684648,0.29121347,-2.446510523,0.240825082,3,10.47429907
-0.411868273,-0.48730718,2.796481881,-0.602392008,2.065590948,-0.58551202,-0.724040243,0.208733318,0.25777261,-0.152442017,0.19890543,-1.664417154,0.240825082,3,9.585861188
-0.411868273,-0.48730718,0.631898592,-0.602392008,0.817391569,-0.58551202,-0.724040243,0.09700351,0.146035071,-0.013131273,0.19890543,-0.478433091,0.240825082,3,5.126412931
-0.411868273,-0.48730718,-0.278905685,-0.602392008,0.354354513,-0.58551202,-0.724040243,-0.052824935,0.244855713,-0.153868162,0.19890543,0.023398994,0.240825082,3,3.106180008
-0.411868273,-0.48730718,0.496701082,-0.602392008,0.464005383,-0.58551202,-0.724040243,0.375494718,0.312983217,0.05644254,0.434973358,-0.195542966,0.240825082,3,4.751911235
-0.411868273,-0.48730718,1.531317815,-0.602392008,1.019721541,-0.58551202,-0.724040243,0.242278968,0.322307955,0.048598587,0.434973358,-1.364222215,0.240825082,3,7.379188411
-1.093757977,-0.85684998,0.28323133,-0.643949231,0.323576767,1.536684426,-0.909263198,-1.925659807,0.260467093,-0.79633178,1.17682617,-0.870970675,-0.087790053,1,4.072194898
-1.093757977,-0.85684998,0.46112279,-0.643949231,0.281928126,1.536684426,-0.909263198,-0.722459302,0.285956716,-0.742952623,1.17682617,-0.625448101,-0.087790053,1,3.450258668
-1.093757977,-0.85684998,0.87525411,-0.643949231,0.1414552,1.536684426,-0.909263198,-0.283577375,0.329083809,-0.649235343,1.220089986,0.098245801,-0.087790053,1,4.576802461
-1.093757977,-0.85684998,-0.2660975,-0.643949231,-0.079546103,1.536684426,-0.909263198,0.055830938,0.34836048,-0.679489576,1.220089986,0.241237313,-0.087790053,3,6.257505791
-1.093757977,-0.85684998,0.108186133,-0.643949231,0.163598325,1.536684426,-0.909263198,-0.330782231,0.22124102,-0.693747987,1.414137868,0.074658721,-0.087790053,1,5.36454105
-1.093757977,-0.85684998,0.157995742,-0.643949231,0.323576767,1.536684426,-0.909263198,-2.876996194,0.232833217,-0.594301257,1.414137868,-1.209620925,-0.087790053,1,5.652092742
-1.067863431,0.29797127,-0.980509604,-0.465846848,-0.404532124,1.352216424,-0.773627491,0.375494718,0.219700229,-0.372370647,1.641756004,0.254617383,0.088294073,3,6.732178874
-1.067863431,0.29797127,-0.963432024,-0.465846848,-0.282505801,1.352216424,-0.773627491,0.203105396,0.316900456,-0.406736056,1.641756004,0.904079244,0.088294073,3,7.008783011
-1.067863431,0.29797127,-0.247596788,-0.465846848,0.384749918,1.352216424,-0.773627491,-1.02958651,0.32294018,-0.140915958,1.66504612,-0.263253643,0.088294073,1,6.48092895
-1.067863431,0.29797127,-0.079667249,-0.465846848,-0.031331763,1.352216424,-0.773627491,0.44648033,0.241265309,-0.394233273,1.66504612,-0.092295714,0.088294073,3,6.114747032
-1.067863431,0.29797127,0.214921009,-0.465846848,0.404805756,1.352216424,-0.773627491,-0.463258053,0.232833217,-0.476960844,1.611598235,-0.199038895,0.088294073,1,6.151111393
-1.067863431,0.29797127,0.620513539,-0.465846848,0.568952403,1.352216424,-0.773627491,-1.995456556,0.343337429,-0.408189468,1.611598235,-0.819393499,0.088294073,1,5.538022185
-1.067863431,0.29797127,0.29177012,-0.465846848,0.394798386,1.352216424,-0.773627491,-2.347627418,0.357815486,-0.550286295,1.506922498,-0.996033048,0.088294073,1,5.984156426
-1.067863431,0.29797127,0.222036668,-0.465846848,0.434584605,1.352216424,-0.773627491,-2.74879088,0.246737654,-0.354725355,1.506922498,-1.823607553,0.088294073,1,7.419312162
-1.067863431,0.29797127,0.960642011,-0.465846848,0.86749841,1.352216424,-0.773627491,-3.004478786,0.299352523,-0.797624591,1.851205329,-1.851683662,0.088294073,1,6.711449957
-1.067863431,0.29797127,2.813559461,-0.465846848,1.769789007,1.352216424,-0.773627491,-2.805673718,0.361340101,-0.102883885,1.851205329,-1.846971326,0.088294073,1,9.980935463
-1.404492526,-0.94923568,-0.247596788,-0.554898039,0.130308035,2.130247773,-1.097403051,-1.163525373,0.338478509,-1.044786759,1.915335676,-0.816856089,-2.13449138,1,7.014918227
-1.404492526,-0.94923568,-0.577763338,-0.554898039,0.01595084,2.130247773,-1.097403051,-1.884982272,0.351553079,-1.186470147,1.915335676,-0.246966401,-2.13449138,1,8.905546516
-1.387229495,-1.18019993,1.667938457,-0.976407014,1.837446735,2.202189111,-1.081360117,-1.061216256,0.300799079,-1.573276586,1.220089986,-2.062700346,-0.879562207,1,6.75268102
0.796543861,-2.519792581,3.44685306,-0.857672092,2.150229246,1.295996068,-1.049274251,0.640446239,0.320180509,0.130960998,-1.111185712,-1.232241384,-0.296053371,1,12.84431105
0.796543861,-2.519792581,1.495739523,-0.857672092,1.346445963,1.295996068,-1.049274251,0.945635392,0.283108275,0.168703867,-1.017288237,-0.533123675,-0.296053371,1,10.65167523
0.796543861,-2.519792581,0.796981867,-0.857672092,0.908484269,1.295996068,-1.049274251,0.945635392,0.332982352,0.163894697,-0.907064293,-0.735218788,-0.296053371,1,9.209581095
0.796543861,-2.519792581,1.310732405,-0.857672092,1.192155405,1.295996068,-1.049274251,0.513327833,0.337963625,0.073484973,-0.815883489,-0.186835106,-0.296053371,1,9.913168355
0.796543861,-2.519792581,1.761865148,-0.857672092,1.786879637,1.295996068,-1.049274251,0.700947268,0.312522065,0.068324342,-0.791735942,-0.650498343,-0.296053371,1,10.64082613
0.796543861,-2.519792581,3.011374765,-0.857672092,2.090789921,1.295996068,-1.049274251,0.750902297,0.303805916,0.05605126,-0.667225039,-0.993212032,-0.296053371,1,11.77341953
0.796543861,-2.519792581,1.487200733,-0.857672092,0.980571929,1.295996068,-1.049274251,0.820957705,0.34150901,0.269653107,-0.845335585,0.079106814,-0.296053371,1,10.68079062
0.796543861,-2.519792581,1.3150018,-0.857672092,1.380195444,1.295996068,-1.049274251,0.753261956,0.309753822,0.081940525,-0.982883869,-0.468118447,-0.296053371,1,10.22950552
0.796543861,-2.519792581,-1.02747295,-0.857672092,0.228850154,1.295996068,-1.049274251,-0.013110702,0.335674299,0.232517731,-0.929504917,-0.043773555,-0.296053371,3,9.89041279
0.796543861,-2.519792581,1.041760517,-0.857672092,0.956777914,1.295996068,-1.049274251,0.583751729,0.287641386,0.246921633,-0.797721673,0.534844275,-0.296053371,1,10.36823056
0.175074764,-2.519792581,2.867638465,-0.857672092,2.150229246,1.295996068,-1.049274251,0.111567881,0.290369913,0.105131473,-0.56245582,-0.609700965,-0.296053371,1,10.76957711
0.175074764,-2.519792581,1.690708564,-0.857672092,1.809483018,1.295996068,-1.049274251,-0.341005624,0.323629744,0.073818987,-0.246323652,-2.036131845,-0.296053371,1,9.029834993
-0.783023428,0.06700702,-0.515145544,-1.101078683,-0.00757625,1.295996068,-0.61319816,-0.052824935,0.329600052,-0.752401302,0.32901675,0.401226756,-0.879562207,3,4.50445819
-0.783023428,0.06700702,-0.606225972,-1.101078683,0.03925386,1.295996068,-0.61319816,-0.726416823,0.314135821,-0.199900244,0.556451041,0.319951627,-0.879562207,3,5.317277098
-0.783023428,0.06700702,-0.059743406,-1.101078683,0.473734218,1.295996068,-0.61319816,-2.082816629,0.361340101,-0.483423744,0.556451041,-0.811792833,-0.879562207,1,5.364921737
-0.783023428,0.06700702,0.364349836,-1.101078683,0.394798386,1.295996068,-0.61319816,-0.140304542,0.350299203,-0.643915246,0.32901675,-0.546003711,-0.879562207,1,5.007347761
-0.783023428,0.06700702,2.005220666,-1.101078683,1.291459411,1.295996068,-0.61319816,-0.368459426,0.326329175,-0.338186867,0.530112184,-0.814322537,-0.879562207,1,5.322208625
-0.929759187,-0.39492148,0.677438806,-0.917039553,1.088650003,1.709467249,-0.693412825,-1.12112175,0.361340101,-0.971661244,0.403249513,-1.851683662,-0.550947072,1,3.515356927
-0.929759187,-0.39492148,0.814059447,-0.917039553,1.058254599,1.709467249,-0.693412825,-0.698844512,0.361340101,-0.725673874,0.487523038,-2.133829464,-0.550947072,1,3.636105467
-0.929759187,-0.39492148,1.401812832,-0.917039553,1.148330976,1.709467249,-0.693412825,-0.466835135,0.31759126,-0.68576756,0.700583784,-0.954211361,-0.550947072,1,3.287698283
-0.929759187,-0.39492148,0.77421176,-0.917039553,1.140949979,1.709467249,-0.693412825,-1.383160892,0.341680467,-0.933664496,0.729622239,-1.578129052,-0.550947072,1,3.075339371
-0.929759187,-0.39492148,0.284654462,-0.917039553,0.825814292,1.709467249,-0.693412825,-1.158774907,0.361340101,-0.811508744,0.431529894,-0.666637802,-0.550947072,1,3.16101797
-0.9651484,-1.642128431,0.754287917,-1.142635906,1.284498386,1.295996068,-1.142614953,-1.154034295,0.361340101,-0.362814577,0.413718876,-1.322487848,-0.296053371,1,4.086578407
-0.9651484,-1.642128431,2.188804653,-1.142635906,1.914086513,1.295996068,-1.142614953,0.038004779,0.306405813,-1.182573898,0.66442363,-1.746535944,-0.296053371,1,6.776276314
-0.9651484,-1.642128431,0.976296459,-1.142635906,1.30532233,1.295996068,-1.142614953,-0.928546281,0.334700864,-1.166433799,0.869736662,-1.414271765,-0.296053371,1,3.438203776
-0.9651484,-1.642128431,1.939756608,-1.142635906,1.946211244,1.295996068,-1.142614953,-0.441896916,0.246737654,-0.93351347,0.858110004,-2.117143417,-0.296053371,1,6.066980137
-1.326808888,-2.242635481,2.335387216,-1.249497336,2.150229246,2.202189111,-1.451806028,-1.53538211,0.353489972,-1.584544959,1.08321313,-2.036131845,-2.13449138,1,10.97203209
-1.335440404,-1.457357031,1.147072261,-0.733000423,1.073499499,2.202189111,-1.195119098,-1.774169995,0.348930808,-1.818159021,1.484386462,-0.520342463,-2.13449138,1,7.513940245
-1.430387071,-1.457357031,0.243383643,-0.643949231,0.1414552,1.902146362,-1.300127387,-1.168285747,0.348930808,-1.730060771,1.484386462,-0.441595503,-2.13449138,1,7.577176318
-1.464913132,-0.11776438,-0.073974722,-0.994217253,-0.079546103,2.130247773,-1.371591362,-1.187427358,0.031291508,-1.459900502,1.888795502,0.310957646,-2.13449138,1,9.657718986
-1.292282827,-0.85684998,-0.103860488,-0.685506454,0.271404245,1.873922381,-0.852383708,-1.197058974,0.361340101,-1.146152005,1.486895599,-0.678262481,-0.087790053,1,5.046047392
-1.292282827,-0.85684998,0.046991471,-0.685506454,0.174595191,1.873922381,-0.852383708,-0.591467323,0.361340101,-1.067315999,1.486895599,-0.574256868,-0.087790053,1,5.117661388
-1.292282827,-0.85684998,0.402774391,-0.685506454,0.434584605,1.873922381,-0.852383708,-1.645327532,0.215132907,-1.0978398,1.486895599,-0.200789615,-0.087790053,1,5.314826833
-1.240493736,0.34416412,0.824021369,-0.970470268,0.774837477,2.130247773,-0.906346301,-1.367472814,0.361340101,-1.19250885,0.823945279,-1.948842957,-0.550947072,1,4.678716341
-1.240493736,0.34416412,1.232460162,-0.970470268,1.433244645,2.130247773,-0.906346301,-1.377918957,0.361340101,-0.816875956,0.823945279,-1.837586458,-0.550947072,1,5.204476688
